"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29616","should complete subscription flow successfully","","Thu Jan 23 13:03:42 IST 2025","passed","Thu Jan 23 13:04:11 IST 2025","","iOS Subscription Tests","",""
